"Year","NYCHA Development","Borough","Total number of resident job placements","Average wage of such residents","Total number of resident connections to services","Total number of residents that applied for the NYCHA Resident Training Academy","Total number of residents that were accepted and enrolled","Total number residents placed into full-time or part-time jobs","Average Wage of such residents","Number of residents that enrolled in financial counseling services/workshops through the REES Zone Partner program","Total number of residents enrolled in vocational training programs through the program","Total number of residents enrolled in prep courses for English as a Second Language (ESOL) or the Test Assessing Secondary Completion (TASC) through the program"
"2019","ATLANTIC TERMINAL SITE 4B","Brooklyn","<5","27.82","14","<5","<5","<5","15","<5","N/A","N/A"
"2019","ARMSTRONG II","Brooklyn","<5","21.92","17","7","<5","<5","15","<5","N/A","N/A"
"2019","ARMSTRONG I","Brooklyn","6","22.16","16","12","<5","<5","15","<5","N/A","N/A"
"2019","ALBANY II","Brooklyn","<5","15","22","13","<5","<5","15","<5","N/A","N/A"
"2019","ALBANY","Brooklyn","10","24.24","28","25","5","<5","15","<5","N/A","N/A"
"2019","572 WARREN STREET","Brooklyn","N/A","N/A","11","<5","<5","N/A","N/A","<5","N/A","<5"
"2019","303 VERNON AVENUE","Brooklyn","<5","15","8","8","<5","<5","15","N/A","N/A","N/A"
"2019","104-14 TAPSCOTT STREET","Brooklyn","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","WEST TREMONT AVENUE-SEDGWICK AVENUE AREA","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","WEST FARMS SQUARE CONVENTIONAL","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","WEST FARMS ROAD REHAB","Bronx","<5","15","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","WEBSTER","Bronx","<5","36.88","31","7","N/A","N/A","N/A","N/A","<5","<5"
"2019","UNIVERSITY AVENUE REHAB","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","UNION AVENUE-EAST 166TH STREET","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","UNION AVENUE-EAST 163RD STREET","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","TWIN PARKS WEST (SITES 1 & 2)","Bronx","5","39.8","<5","N/A","N/A","N/A","N/A","10","N/A","N/A"
"2019","TWIN PARKS EAST (SITE 9)","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","THROGGS NECK ADDITION","Bronx","<5","40.65","6","N/A","N/A","N/A","N/A","<5","N/A","<5"
"2019","THROGGS NECK","Bronx","N/A","N/A","18","6","N/A","N/A","N/A","N/A","<5","N/A"
"2019","TELLER AVENUE-EAST 166TH STREET","Bronx","N/A","N/A","6","N/A","<5","<5","15","N/A","N/A","N/A"
"2019","STEBBINS AVENUE-HEWITT PLACE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","SOUTH BRONX AREA (SITE 402)","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","SOUNDVIEW","Bronx","13","25.89","18","6","<5","<5","15","N/A","<5","N/A"
"2019","SOTOMAYOR HOUSES","Bronx","8","18.96","30","24","<5","<5","15","<5","N/A","N/A"
"2019","SEDGWICK","Bronx","<5","38.4","9","<5","N/A","N/A","N/A","<5","N/A","N/A"
"2019","SAINT MARY'S PARK","Bronx","6","18.88","29","12","<5","<5","15","N/A","N/A","<5"
"2019","SACK WERN","Bronx","6","29.94","10","7","<5","<5","15","N/A","N/A","N/A"
"2019","RANDALL AVENUE-BALCOM AVENUE","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","PSS GRANDPARENT FAMILY APARTMENTS","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","POLICE SERVICE AREA #8","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","POLICE SERVICE AREA #7","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","PELHAM PARKWAY","Bronx","<5","15","12","6","<5","<5","15","N/A","N/A","N/A"
"2019","PATTERSON","Bronx","15","19.47","43","18","<5","<5","15","<5","N/A","N/A"
"2019","PARKSIDE","Bronx","<5","15","20","<5","N/A","N/A","N/A","<5","N/A","N/A"
"2019","MURPHY","Bronx","N/A","N/A","<5","N/A","N/A","N/A","N/A","<5","N/A","N/A"
"2019","MOTT HAVEN","Bronx","5","39.92","33","15","<5","N/A","N/A","<5","N/A","N/A"
"2019","MORRISANIA AIR RIGHTS","Bronx","<5","18.5","11","<5","N/A","N/A","N/A","<5","N/A","N/A"
"2019","MORRISANIA","Bronx","<5","55.04","5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","MORRIS II","Bronx","<5","15","17","6","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","MORRIS I","Bronx","11","15","27","8","6","5","15","<5","N/A","<5"
"2019","MOORE","Bronx","N/A","N/A","7","<5","N/A","N/A","N/A","<5","N/A","N/A"
"2019","MONROE","Bronx","5","27.83","14","<5","<5","<5","15","<5","<5","<5"
"2019","MITCHEL","Bronx","12","21.93","38","16","6","5","15","<5","<5","<5"
"2019","MILL BROOK EXTENSION","Bronx","N/A","N/A","<5","<5","<5","N/A","N/A","N/A","N/A","N/A"
"2019","MILL BROOK","Bronx","8","20.13","42","<5","<5","<5","15","N/A","N/A","N/A"
"2019","MIDDLETOWN PLAZA","Bronx","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"2019","MELROSE","Bronx","7","15.83","14","9","<5","<5","15","<5","<5","N/A"
"2019","MCKINLEY","Bronx","<5","15","14","6","<5","<5","15","N/A","N/A","N/A"
"2019","LONGFELLOW AVENUE REHAB","Bronx","N/A","N/A","<5","<5","N/A","N/A","N/A","N/A","N/A","N/A"
"2018","BETHUNE GARDENS","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","BETANCES V","Bronx","NA","NA","NA","<5","NA","NA","NA","NA","<5","NA"
"2018","BETANCES IV","Bronx","NA","NA","5","<5","NA","NA","NA","<5","NA","NA"
"2018","BETANCES III, 9A","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","BETANCES III, 18","Bronx","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","BETANCES III, 13","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","BETANCES II, 9A","Bronx","NA","NA","<5","NA","NA","NA","NA","<5","NA","NA"
"2018","BETANCES II, 18","Bronx","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","BETANCES II, 13","Bronx","<5","NA","5","NA","NA","NA","NA","NA","NA","NA"
"2018","BETANCES I","Bronx","<5","14.25","8","<5","<5","<5","14.25","<5","NA","NA"
"2018","BERRY STREET-SOUTH 9TH STREET","Brooklyn","NA","NA","11","<5","NA","NA","NA","NA","NA","NA"
"2018","BERRY","Staten Island","NA","NA","23","NA","NA","NA","NA","<5","NA","NA"
"2018","BELMONT-SUTTER AREA","Brooklyn","NA","NA","<5","<5","NA","NA","NA","NA","NA","<5"
"2018","BEDFORD-STUYVESANT REHAB","Brooklyn","NA","NA","NA","<5","NA","NA","NA","NA","NA","NA"
"2018","BEACH 41ST STREET-BEACH CHANNEL DRIVE","Queens","<5","14.25","19","<5","<5","<5","14.5","NA","<5","NA"
"2018","BAYCHESTER","Bronx","NA","NA","15","<5","NA","NA","NA","NA","NA","NA"
"2018","BAY VIEW","Brooklyn","8","60.39","63","20","<5","<5","14.25","6","<5","NA"
"2018","BARUCH HOUSES ADDITION","Manhattan","NA","NA","46","NA","NA","NA","NA","NA","NA","<5"
"2018","BARUCH","Manhattan","<5","28.9","6","<5","<5","<5","14.25","<5","<5","NA"
"2018","BAISLEY PARK","Queens","NA","NA","10","<5","NA","NA","NA","NA","NA","NA"
"2018","BAILEY AVENUE-WEST 193RD STREET","Bronx","NA","NA","<5","NA","NA","NA","NA","NA","<5","NA"
"2018","TAYLOR STREET-WYTHE AVENUE","Brooklyn","<5","14.25","<5","<5","<5","<5","14.25","NA","NA","NA"
"2018","TELLER AVENUE-EAST 166TH STREET","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","THOMAS APARTMENTS","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","THROGGS NECK","Bronx","<5","26.33","13","<5","NA","NA","NA","NA","NA","NA"
"2018","THROGGS NECK ADDITION","Bronx","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","TILDEN","Brooklyn","10","20.62","53","9","<5","<5","14.25","<5","<5","NA"
"2018","TODT HILL","Staten Island","<5","28.22","62","<5","NA","NA","NA","<5","NA","NA"
"2018","TOMPKINS","Brooklyn","11","14.98","54","16","<5","<5","14.25","<5","6","<5"
"2018","TWIN PARKS EAST (SITE 9)","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","TWIN PARKS WEST (SITES 1 & 2)","Bronx","<5","13","6","<5","NA","NA","NA","NA","NA","NA"
"2018","TWO BRIDGES URA (SITE 7)","Manhattan","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","UNION AVENUE-EAST 163RD STREET","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","UNION AVENUE-EAST 166TH STREET","Bronx","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","UNITY PLAZA (SITES 17,24,25A)","Brooklyn","<5","38.4","5","NA","NA","NA","NA","NA","<5","NA"
"2018","UNITY PLAZA (SITES 4-27)","Brooklyn","<5","21.89","10","5","NA","NA","NA","<5","NA","NA"
"2018","UNIVERSITY AVENUE REHAB","Bronx","<5","40.65","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","Unknown","N/A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","UPACA (SITE 5)","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","UPACA (SITE 6)","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","VAN DYKE I","Brooklyn","18","18.37","58","29","9","9","14.25","13","<5","NA"
"2018","VAN DYKE II","Brooklyn","NA","NA","<5","NA","NA","NA","NA","<5","NA","NA"
"2018","VANDALIA AVENUE","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","VLADECK","Manhattan","<5","19","22","8","NA","NA","NA","<5","<5","<5"
"2018","VLADECK II","Manhattan","NA","NA","5","<5","NA","NA","NA","<5","NA","NA"
"2018","WAGNER","Manhattan","9","23.52","70","10","<5","<5","14.25","5","<5","<5"
"2018","WALD","Manhattan","<5","14.63","52","8","<5","<5","14.25","<5","<5","NA"
"2018","WASHINGTON","Manhattan","<5","33.44","48","6","<5","<5","14.25","5","<5","<5"
"2018","WASHINGTON HEIGHTS REHAB (GROUPS 1&2)","Manhattan","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","WASHINGTON HEIGHTS REHAB PHASE III","Manhattan","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","WASHINGTON HEIGHTS REHAB PHASE IV (C)","Manhattan","NA","NA","<5","NA","NA","NA","NA","NA","NA","<5"
"2018","WASHINGTON HEIGHTS REHAB PHASE IV (D)","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","WEBSTER","Bronx","<5","42.5","19","<5","NA","NA","NA","NA","NA","NA"
"2018","WEEKSVILLE GARDENS","Brooklyn","NA","NA","5","7","<5","NA","NA","NA","NA","NA"
"2018","WEST BRIGHTON I","Staten Island","NA","NA","68","7","<5","NA","NA","NA","NA","NA"
"2018","WEST BRIGHTON II","Staten Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","WEST FARMS ROAD REHAB","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","WEST FARMS SQUARE CONVENTIONAL","Bronx","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","WEST TREMONT AVENUE-SEDGWICK AVENUE AREA","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","WHITE","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","WHITMAN","Brooklyn","14","22.87","48","24","5","5","14.25","<5","<5","<5"
"2018","WILLIAMS PLAZA","Brooklyn","<5","17","22","<5","NA","NA","NA","NA","<5","<5"
"2018","WILLIAMSBURG","Brooklyn","<5","14.25","12","6","<5","NA","14.25","<5","<5","NA"
"2018","WILSON","Manhattan","<5","27.25","21","6","NA","NA","NA","NA","NA","NA"
"2018","WISE TOWERS","Manhattan","<5","52.74","12","<5","<5","<5","NA","NA","<5","NA"
"2018","WOODSIDE","Queens","<5","14.25","22","13","<5","<5","14.25","<5","<5","NA"
"2018","WOODSON","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","WSUR (BROWNSTONES)","Manhattan","NA","NA","5","<5","NA","NA","NA","NA","NA","NA"
"2018","WSUR (SITE A) 120 WEST 94TH STREET","Manhattan","<5","47.85","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","WSUR (SITE B) 74 WEST 92ND STREET","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","<5","NA"
"2018","WSUR (SITE C) 589 AMSTERDAM AVENUE","Manhattan","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","WYCKOFF GARDENS","Brooklyn","<5","14.25","26","5","<5","<5","14.25","5","NA","NA"
"2018","Section 8","NA","13","NA","629","5","NA","NA","NA","158","8","<5"
"2018","UNKNOWN","NA","687","NA","669","44","NA","NA","NA","17","28","7"
"2018","BETANCES VI","Bronx","NA","NA","<5","<5","NA","NA","NA","NA","<5","NA"
"2018","AUDUBON","Manhattan","NA","NA","<5","<5","<5","<5","NA","NA","NA","NA"
"2018","ATLANTIC TERMINAL SITE 4B","Brooklyn","<5","14.25","15","6","<5","<5","14.25","NA","NA","NA"
"2018","ASTORIA","Queens","12","19.26","22","16","<5","<5","14.25","<5","NA","NA"
"2018","ARMSTRONG II","Brooklyn","<5","14.25","21","7","<5","<5","14.25","NA","NA","<5"
"2018","ARMSTRONG I","Brooklyn","<5","47.13","17","7","NA","NA","NA","NA","NA","NA"
"2018","AMSTERDAM ADDITION","Manhattan","<5","14.25","<5","<5","<5","<5","14.25","NA","NA","NA"
"2018","AMSTERDAM","Manhattan","<5","NA","18","5","<5","NA","NA","<5","<5","<5"
"2018","ALBANY II","Brooklyn","6","18.19","6","16","5","5","14.25","<5","NA","NA"
"2018","ALBANY","Brooklyn","7","33.03","18","11","<5","<5","14.25","NA","NA","NA"
"2018","ADAMS","Bronx","NA","NA","30","6","NA","NA","NA","<5","NA","<5"
"2018","830 AMSTERDAM AVENUE","Manhattan","NA","NA","10","NA","NA","NA","NA","NA","NA","NA"
"2018","572 WARREN STREET","Brooklyn","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","45 ALLEN STREET","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","344 EAST 28TH STREET","Manhattan","NA","NA","5","<5","NA","NA","NA","NA","NA","<5"
"2018","335 EAST 111TH STREET","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","303 VERNON AVENUE","Brooklyn","NA","NA","10","<5","NA","NA","NA","NA","NA","NA"
"2018","154 WEST 84TH STREET","Manhattan","<5","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","1471 WATSON AVENUE","Bronx","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","131 SAINT NICHOLAS AVENUE","Manhattan","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","1162-1176 WASHINGTON AVENUE","Bronx","<5","14.25","<5","<5","<5","<5","14.25","NA","NA","NA"
"2018","104-14 TAPSCOTT STREET","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","1010 EAST 178TH STREET","Bronx","<5","14.25","6","<5","<5","<5","14.25","NA","NA","NA"
"2018","TAPSCOTT STREET REHAB","Brooklyn","NA","NA","<5","<5","NA","NA","NA","<5","NA","NA"
"2018","TAFT","Manhattan","<5","53.45","55","7","NA","NA","NA","5","<5","<5"
"2018","SUTTER AVENUE-UNION STREET","Brooklyn","NA","NA","<5","<5","NA","NA","NA","NA","<5","NA"
"2018","SURFSIDE GARDENS","Brooklyn","<5","40.65","5","5","NA","NA","NA","NA","<5","NA"
"2018","SUMNER","Brooklyn","<5","14.25","59","8","<5","<5","14.25","<5","NA","NA"
"2018","STUYVESANT GARDENS II","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","STUYVESANT GARDENS I","Brooklyn","<5","14.25","7","10","<5","<5","14.25","<5","NA","NA"
"2018","STRAUS","Manhattan","NA","NA","<5","<5","NA","NA","NA","<5","NA","NA"
"2018","STERLING PLACE REHABS (STERLING-BUFFALO)","Brooklyn","<5","13.5","12","<5","NA","NA","NA","<5","NA","<5"
"2018","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","Brooklyn","NA","NA","NA","<5","NA","NA","NA","NA","NA","NA"
"2018","STEBBINS AVENUE-HEWITT PLACE","Bronx","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","STAPLETON","Staten Island","7","17.14","87","8","<5","<5","17.45","NA","<5","NA"
"2018","STANTON STREET","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","SOUTH JAMAICA II","Queens","<5","22.55","26","<5","NA","NA","NA","<5","NA","NA"
"2018","SOUTH JAMAICA I","Queens","<5","28.6","26","6","<5","<5","14.25","NA","<5","NA"
"2018","SOUTH BRONX AREA (SITE 402)","Bronx","NA","NA","<5","NA","NA","NA","NA","<5","NA","NA"
"2018","SOUTH BEACH","Staten Island","<5","35","20","<5","NA","NA","NA","<5","<5","NA"
"2018","SOUNDVIEW","Bronx","3","18.99","28","7","NA","NA","NA","<5","<5","<5"
"2018","SOTOMAYOR HOUSES","Bronx","4","15.61","39","10","<5","<5","14.25","<5","<5","NA"
"2018","SMITH","Manhattan","12","25.36","38","<5","<5","<5","NA","<5","<5","<5"
"2018","SHELTON HOUSE","Queens","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","SHEEPSHEAD BAY","Brooklyn","5","44.71","25","17","<5","<5","14.25","<5","<5","NA"
"2018","SEWARD PARK EXTENSION","Manhattan","<5","14.25","9","<5","<5","<5","14.25","NA","NA","<5"
"2018","SEDGWICK","Bronx","NA","NA","12","<5","NA","NA","NA","NA","NA","NA"
"2018","SARATOGA VILLAGE","Brooklyn","NA","NA","NA","<5","NA","NA","NA","NA","NA","NA"
"2018","SAMUEL (MHOP) III","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","SAMUEL (MHOP) II","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","SAMUEL (MHOP) I","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","SAMUEL (CITY)","Manhattan","6","36.95","16","NA","<5","<5","NA","<5","NA","NA"
"2018","SAINT NICHOLAS","Manhattan","9","33.78","46","7","<5","<5","16.17","5","NA","<5"
"2018","SAINT MARY'S PARK","Bronx","5","15.82","30","9","<5","<5","14.25","NA","<5","<5"
"2018","SACK WERN","Bronx","<5","31.27","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","RUTLAND TOWERS","Brooklyn","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","RUTGERS","Manhattan","<5","18.88","18","<5","<5","<5","14.25","<5","NA","NA"
"2018","ROOSEVELT II","Brooklyn","<5","13.33","6","<5","<5","<5","14.25","NA","NA","NA"
"2018","ROOSEVELT I","Brooklyn","<5","17.86","13","12","NA","NA","NA","5","<5","NA"
"2018","ROBINSON","Manhattan","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","ROBBINS PLAZA","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","RIIS II","Manhattan","<5","19.23","<5","<5","NA","NA","NA","NA","<5","NA"
"2018","RIIS","Manhattan","7","32.53","28","11","<5","<5","14.25","NA","NA","<5"
"2018","RICHMOND TERRACE","Staten Island","<5","14.25","52","5","<5","<5","14.25","<5","NA","NA"
"2018","REID APARTMENTS","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","REHAB PROGRAM (WISE REHAB)","Manhattan","<5","67.83","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","REHAB PROGRAM (TAFT REHABS)","Manhattan","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","REHAB PROGRAM (DOUGLASS REHABS)","Manhattan","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","REHAB PROGRAM (COLLEGE POINT)","Queens","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","REDFERN","Queens","8","33.78","16","<5","<5","<5","14.25","NA","NA","NA"
"2018","RED HOOK WEST","Brooklyn","7","20.78","34","16","<5","<5","14.25","<5","<5","<5"
"2018","RED HOOK EAST","Brooklyn","8","27.73","39","15","<5","<5","14.25","<5","<5","<5"
"2018","RAVENSWOOD","Queens","5","27.78","50","17","<5","<5","14.25","<5","<5","<5"
"2018","RANGEL","Manhattan","6","18.65","22","6","5","<5","14.25","<5","<5","<5"
"2018","RANDOLPH SOUTH","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","RANDALL AVENUE-BALCOM AVENUE","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","RALPH AVENUE REHAB","Brooklyn","NA","NA","6","<5","NA","NA","NA","<5","NA","<5"
"2018","QUEENSBRIDGE SOUTH","Queens","<5","39.56","35","10","<5","NA","NA","<5","NA","NA"
"2018","QUEENSBRIDGE NORTH","Queens","5","24.56","28","14","<5","<5","14.25","<5","NA","NA"
"2018","PUBLIC SCHOOL 139 (CONVERSION)","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","PSS GRANDPARENT FAMILY APARTMENTS","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","PROSPECT PLAZA II","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","PROSPECT PLAZA I","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POMONOK","Queens","14","31.11","58","13","<5","<5","14.25","8","NA","NA"
"2018","POLO GROUNDS TOWERS","Manhattan","8","27.16","32","12","<5","<5","14.25","<5","<5","<5"
"2018","POLICE SERVICE AREA SATELLITE/ STATEN ISLAND HOUSING UNIT","Staten Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #9 SATELLITE","Queens","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #9","Queens","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #8","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #7","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #6","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #5","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #4","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #3 SATELLITE","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #3","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","POLICE SERVICE AREA #1 SATELLITE","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","PINK","Brooklyn","6","21.21","36","22","5","5","14.38","<5","<5","<5"
"2018","PENNSYLVANIA AVENUE-WORTMAN AVENUE","Brooklyn","<5","19.49","8","<5","NA","NA","NA","<5","NA","NA"
"2018","PELHAM PARKWAY","Bronx","<5","14.25","16","6","<5","<5","14.25","<5","NA","NA"
"2018","PATTERSON","Bronx","6","19.06","43","9","NA","NA","NA","<5","5","NA"
"2018","PARKSIDE","Bronx","NA","NA","15","<5","<5","<5","15","NA","NA","<5"
"2018","PARK ROCK REHAB","Brooklyn","NA","NA","7","<5","NA","NA","NA","<5","NA","NA"
"2018","PARK AVENUE-EAST 122ND, 123RD STREETS","Manhattan","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","PALMETTO GARDENS","Brooklyn","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","O'DWYER GARDENS","Brooklyn","<5","25","6","NA","NA","NA","NA","NA","NA","NA"
"2018","OCEAN HILL-BROWNSVILLE","Brooklyn","<5","14.25","6","<5","<5","<5","14.25","NA","NA","NA"
"2018","OCEAN HILL APARTMENTS","Brooklyn","<5","14.25","<5","<5","<5","<5","14.25","NA","NA","<5"
"2018","OCEAN BAY APARTMENTS (OCEANSIDE)","Queens","7","37.79","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","OCEAN BAY APARTMENTS (BAYSIDE)","Queens","13","25.52","18","<5","NA","NA","NA","<5","NA","NA"
"2018","NOSTRAND","Brooklyn","<5","15.33","30","8","<5","<5","14.25","6","NA","NA"
"2018","NON DEVELOPMENT FACILITY","N/A","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","NEW LANE AREA","Staten Island","NA","NA","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","MURPHY","Bronx","NA","NA","<5","<5","NA","NA","NA","NA","NA","NA"
"2018","MOTT HAVEN","Bronx","<5","14.25","22","8","<5","<5","14.25","NA","NA","NA"
"2018","MORRISANIA AIR RIGHTS","Bronx","NA","NA","7","<5","<5","NA","NA","NA","NA","NA"
"2018","MORRISANIA","Bronx","<5","54.58","19","<5","<5","NA","NA","NA","NA","NA"
"2018","MORRIS PARK SENIOR CITIZENS HOME","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","MORRIS II","Bronx","<5","14.25","15","<5","<5","<5","14.25","<5","<5","NA"
"2018","MORRIS I","Bronx","NA","NA","19","6","<5","<5","NA","NA","<5","<5"
"2018","MOORE","Bronx","<5","30.24","<5","NA","NA","NA","NA","NA","NA","NA"
"2018","MONROE","Bronx","5","13.94","24","13","<5","<5","14.25","<5","<5","<5"
"2018","MITCHEL","Bronx","6","32.16","44","12","<5","<5","14.25","<5","<5","NA"
"2018","MILL BROOK EXTENSION","Bronx","<5","39.8","10","<5","NA","NA","NA","NA","NA","NA"
"2018","MILL BROOK","Bronx","10","30.05","65","6","<5","<5","42","NA","<5","NA"
"2018","MIDDLETOWN PLAZA","Bronx","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","METRO NORTH PLAZA","Manhattan","NA","NA","8","<5","NA","NA","NA","NA","NA","<5"
"2018","MELTZER TOWER","Manhattan","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2018","MELROSE","Bronx","<5","28.83","14","7","NA","NA","NA","7","NA","NA"
"2018","MCKINLEY","Bronx","<5","15.13","<5","<5","<5","<5","14.25","<5","NA","<5"
